scenario,delta_on,turn,phi,cv,is_drifting,S_fro_norm,step,gamma
MIXED,True,20,0.597717,0.176113,0,0.2877,21,0.665253
MIXED,True,21,0.721264,0.147941,0,0.291655,22,0.52751
MIXED,True,22,0.835665,0.133995,0,0.295671,23,0.554505
MIXED,True,23,0.92,0.139729,0,0.300567,24,0.54346
MIXED,True,24,0.832672,0.101215,0,0.283464,25,0.614866
MIXED,True,25,0.664588,0.139509,0,0.272323,26,0.543884
MIXED,True,26,0.541168,0.198474,0,0.2691,27,0.43077
MIXED,True,27,0.573944,0.136877,0,0.282499,28,0.548964
MIXED,True,28,0.687022,0.130706,0,0.298881,29,0.560794
MIXED,True,29,0.890494,0.179024,0,0.301992,30,0.467137
MIXED,True,30,0.912208,0.132081,0,0.302712,31,0.558169
MIXED,True,31,0.755037,0.127474,0,0.305657,32,0.566936
MIXED,True,32,0.637619,0.15035,0,0.303632,33,0.522813
MIXED,True,33,0.502101,0.216419,0,0.304097,34,0.399176
MIXED,True,34,0.585495,0.124097,0,0.294288,35,0.573307
MIXED,True,35,0.730062,0.151395,0,0.303995,36,0.520774
MIXED,True,36,0.788894,0.128772,0,0.275343,37,0.564475
MIXED,True,37,0.869786,0.13437,0,0.275617,38,0.553786
MIXED,True,38,0.743606,0.104499,0,0.270927,39,0.609102
MIXED,True,39,0.622849,0.136147,0,0.271549,40,0.55037
MIXED,True,40,0.544172,0.165915,0,0.288397,41,0.492444
MIXED,True,41,0.561107,0.127274,0,0.280527,42,0.570854
MIXED,True,42,0.655791,0.114558,0,0.279395,43,0.595836
MIXED,True,43,0.83357,0.16382,0,0.281814,44,0.496998
MIXED,True,44,0.864929,0.132028,0,0.276504,45,0.561353
MIXED,True,45,0.76584,0.110543,0,0.273593,46,0.603562
MIXED,True,46,0.581472,0.167331,0,0.251838,47,0.489934
MIXED,True,47,0.558415,0.161461,0,0.253887,48,0.501759
MIXED,True,48,0.560612,0.131641,0,0.245271,49,0.562128
MIXED,True,49,0.704196,0.129943,0,0.258875,50,0.565529
MIXED,True,50,0.823485,0.149813,0,0.260848,51,0.525379
MIXED,True,51,0.851948,0.124232,0,0.267632,52,0.576893
MIXED,True,52,0.740512,0.107276,0,0.243442,53,0.609778
MIXED,True,53,0.637626,0.125456,0,0.246759,54,0.574469
MIXED,True,54,0.521789,0.180432,0,0.25708,55,0.46392
MIXED,True,55,0.520825,0.146111,0,0.258721,56,0.532898
MIXED,True,56,0.647687,0.12871,0,0.255312,57,0.567993
MIXED,True,57,0.824245,0.174936,0,0.253766,58,0.474755
MIXED,True,58,0.834673,0.128071,0,0.270466,59,0.569267
MIXED,True,59,0.722316,0.117858,0,0.268174,60,0.589425
MIXED,True,60,0.509143,0.206881,0,0.273016,61,0.414094
MIXED,True,61,0.500976,0.178917,0,0.263058,62,0.468605
MIXED,True,62,0.537349,0.13634,0,0.27755,63,0.55494
MIXED,True,63,0.627166,0.129658,0,0.27455,64,0.568445
MIXED,True,64,0.758361,0.154057,0,0.260516,65,0.518792
MIXED,True,65,0.855018,0.153398,0,0.266979,66,0.520138
MIXED,True,66,0.64701,0.143259,0,0.278945,67,0.540855
MIXED,True,67,0.5591,0.163944,0,0.275501,68,0.49865
MIXED,True,68,0.453322,0.211335,0,0.281364,69,0.407499
MIXED,True,69,0.496268,0.129007,0,0.295745,70,0.569754
MIXED,True,70,0.630006,0.153598,0,0.293254,71,0.519729
MIXED,True,71,0.788154,0.180891,0,0.302558,72,0.464706
MIXED,True,72,0.777896,0.124854,0,0.301165,73,0.57807
MIXED,True,73,0.727905,0.11724,0,0.305011,74,0.593134
MIXED,True,74,0.544824,0.166725,0,0.309172,75,0.493017
MIXED,True,75,0.495743,0.179172,0,0.312245,76,0.4681
MIXED,True,76,0.515539,0.131615,0,0.318529,77,0.564503
MIXED,True,77,0.665853,0.144497,0,0.304075,78,0.538328
MIXED,True,78,0.809562,0.173229,0,0.293202,79,0.479928
MIXED,True,79,0.767216,0.115827,0,0.280848,80,0.595899
MIXED,True,80,0.669865,0.119064,0,0.282028,81,0.589549
MIXED,True,81,0.489891,0.197094,0,0.264789,82,0.432323
MIXED,True,82,0.454073,0.192691,0,0.273401,83,0.440578
MIXED,True,83,0.430082,0.166362,0,0.275083,84,0.492014
MIXED,True,84,0.628879,0.178465,0,0.276262,85,0.468001
MIXED,True,85,0.778579,0.192795,0,0.26993,86,0.440383
MIXED,True,86,0.78503,0.133727,0,0.265751,87,0.557755
MIXED,True,87,0.644655,0.141413,0,0.267766,88,0.542327
MIXED,True,88,0.534754,0.164638,0,0.250869,89,0.49547
MIXED,True,89,0.412648,0.234966,0,0.260799,90,0.367379
MIXED,True,90,0.380948,0.183237,0,0.271215,91,0.458688
MIXED,True,91,0.61151,0.206897,0,0.274327,92,0.414409
MIXED,True,92,0.722003,0.179053,0,0.289189,93,0.466848
MIXED,True,93,0.747851,0.14571,0,0.292595,94,0.533658
MIXED,True,94,0.668936,0.123163,0,0.307975,95,0.578693
MIXED,True,95,0.520889,0.16635,0,0.306657,96,0.492038
MIXED,True,96,0.457902,0.183519,0,0.296261,97,0.458141
MIXED,True,97,0.454331,0.145851,0,0.295061,98,0.533374
MIXED,True,98,0.533914,0.124885,0,0.306622,99,0.575307
MIXED,True,99,0.714969,0.185219,0,0.296465,100,0.454851
MIXED,False,0,0.776511,0.0,0,0.0,0,0.0
MIXED,False,1,0.92,0.119612,0,0.0,0,0.0
MIXED,False,2,0.92,0.094985,0,0.0,0,0.0
MIXED,False,3,0.877371,0.077497,0,0.0,0,0.0
MIXED,False,4,0.703372,0.114406,0,0.0,0,0.0
MIXED,False,5,0.633437,0.164634,0,0.0,0,0.0
MIXED,False,6,0.626746,0.183316,0,0.0,0,0.0
MIXED,False,7,0.740576,0.142348,0,0.0,0,0.0
MIXED,False,8,0.92,0.164364,0,0.0,0,0.0
MIXED,False,9,0.895392,0.182999,0,0.0,0,0.0
MIXED,False,10,0.867363,0.15256,0,0.0,0,0.0
MIXED,False,11,0.660358,0.136434,0,0.0,0,0.0
MIXED,False,12,0.608807,0.182941,0,0.0,0,0.0
MIXED,False,13,0.588229,0.202142,0,0.0,0,0.0
MIXED,False,14,0.778686,0.169736,0,0.0,0,0.0
MIXED,False,15,0.897426,0.183578,0,0.0,0,0.0
MIXED,False,16,0.92,0.205471,0,0.0,0,0.0
MIXED,False,17,0.792071,0.165321,0,0.0,0,0.0
MIXED,False,18,0.616309,0.150542,0,0.0,0,0.0
MIXED,False,19,0.594175,0.200203,0,0.0,0,0.0
MIXED,False,20,0.633473,0.197448,0,0.0,0,0.0
MIXED,False,21,0.761789,0.133325,0,0.0,0,0.0
MIXED,False,22,0.853597,0.161124,0,0.0,0,0.0
MIXED,False,23,0.902923,0.179219,0,0.0,0,0.0
MIXED,False,24,0.842757,0.131994,0,0.0,0,0.0
MIXED,False,25,0.672453,0.112247,0,0.0,0,0.0
MIXED,False,26,0.552378,0.192485,0,0.0,0,0.0
MIXED,False,27,0.561652,0.227199,0,0.0,0,0.0
MIXED,False,28,0.716614,0.179318,0,0.0,0,0.0
MIXED,False,29,0.851951,0.183817,0,0.0,0,0.0
MIXED,False,30,0.892341,0.22133,0,0.0,0,0.0
MIXED,False,31,0.822637,0.172885,0,0.0,0,0.0
MIXED,False,32,0.625012,0.139607,0,0.0,0,0.0
MIXED,False,33,0.483166,0.237243,0,0.0,0,0.0
MIXED,False,34,0.575469,0.252821,0,0.0,0,0.0
MIXED,False,35,0.742437,0.207004,0,0.0,0,0.0
MIXED,False,36,0.897033,0.240871,0,0.0,0,0.0
MIXED,False,37,0.909066,0.26351,0,0.0,0,0.0
MIXED,False,38,0.731633,0.178215,0,0.0,0,0.0
MIXED,False,39,0.63808,0.148514,0,0.0,0,0.0
MIXED,False,40,0.504774,0.23427,0,0.0,0,0.0
MIXED,False,41,0.554929,0.239729,0,0.0,0,0.0
MIXED,False,42,0.672561,0.146543,0,0.0,0,0.0
MIXED,False,43,0.837723,0.199698,0,0.0,0,0.0
MIXED,False,44,0.914766,0.2536,0,0.0,0,0.0
MIXED,False,45,0.722803,0.189993,0,0.0,0,0.0
MIXED,False,46,0.594331,0.171368,0,0.0,0,0.0
MIXED,False,47,0.498574,0.239059,0,0.0,0,0.0
MIXED,False,48,0.537586,0.258289,0,0.0,0,0.0
MIXED,False,49,0.702259,0.161858,0,0.0,0,0.0
MIXED,False,50,0.800897,0.19778,0,0.0,0,0.0
MIXED,False,51,0.883032,0.24165,0,0.0,0,0.0
MIXED,False,52,0.769152,0.175755,0,0.0,0,0.0
MIXED,False,53,0.638595,0.123205,0,0.0,0,0.0
MIXED,False,54,0.500236,0.209323,0,0.0,0,0.0
MIXED,False,55,0.479245,0.264968,0,0.0,0,0.0
MIXED,False,56,0.684411,0.200581,0,0.0,0,0.0
MIXED,False,57,0.85011,0.239279,0,0.0,0,0.0
MIXED,False,58,0.874851,0.27555,0,0.0,0,0.0
MIXED,False,59,0.740483,0.218263,0,0.0,0,0.0
MIXED,False,60,0.624404,0.141538,0,0.0,0,0.0
MIXED,False,61,0.506869,0.215237,0,0.0,0,0.0
MIXED,False,62,0.504813,0.244317,0,0.0,0,0.0
MIXED,False,63,0.683125,0.171901,0,0.0,0,0.0
MIXED,False,64,0.822151,0.211449,0,0.0,0,0.0
MIXED,False,65,0.821974,0.237119,0,0.0,0,0.0
MIXED,False,66,0.717518,0.183657,0,0.0,0,0.0
MIXED,False,67,0.604861,0.128086,0,0.0,0,0.0
MIXED,False,68,0.467217,0.221395,0,0.0,0,0.0
MIXED,False,69,0.501236,0.238177,0,0.0,0,0.0
MIXED,False,70,0.638223,0.174239,0,0.0,0,0.0
MIXED,False,71,0.714206,0.172619,0,0.0,0,0.0
MIXED,False,72,0.812827,0.230679,0,0.0,0,0.0
MIXED,False,73,0.724118,0.172042,0,0.0,0,0.0
MIXED,False,74,0.50384,0.170459,0,0.0,0,0.0
MIXED,False,75,0.467582,0.23353,0,0.0,0,0.0
MIXED,False,76,0.46408,0.273575,0,0.0,0,0.0
MIXED,False,77,0.608938,0.201972,0,0.0,0,0.0
MIXED,False,78,0.791291,0.243889,0,0.0,0,0.0
MIXED,False,79,0.783335,0.25835,0,0.0,0,0.0
MIXED,False,80,0.695775,0.203878,0,0.0,0,0.0
MIXED,False,81,0.544755,0.157505,0,0.0,0,0.0
MIXED,False,82,0.43367,0.24054,0,0.0,0,0.0
MIXED,False,83,0.496337,0.245036,0,0.0,0,0.0
MIXED,False,84,0.585372,0.178996,0,0.0,0,0.0
MIXED,False,85,0.762849,0.220386,0,0.0,0,0.0
MIXED,False,86,0.805245,0.263817,0,0.0,0,0.0
MIXED,False,87,0.655703,0.191396,0,0.0,0,0.0
MIXED,False,88,0.565495,0.157287,0,0.0,0,0.0
MIXED,False,89,0.403347,0.252756,0,0.0,0,0.0
MIXED,False,90,0.43192,0.289105,0,0.0,0,0.0
MIXED,False,91,0.535771,0.197853,0,0.0,0,0.0
MIXED,False,92,0.679394,0.211636,0,0.0,0,0.0
MIXED,False,93,0.757264,0.273991,0,0.0,0,0.0
MIXED,False,94,0.711638,0.217046,0,0.0,0,0.0
MIXED,False,95,0.46808,0.194913,0,0.0,0,0.0
MIXED,False,96,0.400575,0.262846,0,0.0,0,0.0
MIXED,False,97,0.416708,0.308995,1,0.0,0,0.0
MIXED,False,98,0.534652,0.249101,0,0.0,0,0.0
MIXED,False,99,0.765786,0.28715,0,0.0,0,0.0
